story,overall_quality_rating,ATD,narraive_arc_answer,common_sense_answer,coherency_score,fluency_score,interest_score,plot_twist_answer,share_score,humanlike_score,NLI,Emo,EmoArc,Human
"Anthony wanted to learn how to speak Spanish. He found an online Spanish course, and he enrolled. Anthony studied hard, and eventually he learned the language. Anthony speaks Spanish fluently now. Anthony became successful because of his linguistic abilities.",3.0,0,0.8,1.0,3.8,3.4,3.2,0.8,1.6,0.8,1,0,0,1.0
Last night I attended a cocktail party. I wore my new white dress. Everyone at the party loved it. However to my dismay I spilled wine all over it. I was so angry at myself!,2.2,0,0.8,1.0,3.4,4.0,2.4,1.0,1.2,1.0,1,0,0,1.0
It was summer and Gina and her sister were bored. They decided to watch music videos. There was the music video channel or the black entertainment channel. They chose to watch the black entertainment channel. Gina and her sister had a great time together.,2.2,0,1.0,0.8,3.8,2.4,2.6,0.4,0.6,0.6,1,0,0,1.0
Julie loved to read anything she could get her hands on. Most of her time was spent in the library. Her favorite library was staffed by Miss Watson. Miss Watson saw Julie's love of books and offered her a job. Julie happily accepted!,2.8,0,1.0,1.0,3.8,4.0,3.4,0.6,0.4,0.6,1,0,0,1.0
Mark was running late to work. He tried to get their on time by driving over the speed limit. A traffic cop pulled him over. He was given a speeding ticket. Mark ended up being late for work.,2.2,0,1.0,1.0,3.8,3.6,0.8,0.4,0.0,1.0,1,0,0,1.0
Mark had a big interview for a new job. He prepared himself for the questions they may ask. The interviewer seemed to be impressed with Mark's answers. The interviewer informed Mark he had the job. Mark was very happy.,3.2,0,1.0,1.0,3.6,2.6,3.0,0.8,1.0,0.8,1,0,0,1.0
Kristen was tired of her room. She need to move it around for a change. She hadn't moved it in over four Year's. After moving everything she saw a huge stain where her bed covered. She decided to put a rug over the stain.,1.4,0,1.0,1.0,2.8,2.4,1.2,0.2,0.0,0.6,1,0,0,1.0
"I remember the scariest haunted house I've ever been to. It was an old, rickety, uninhabited house that was made for scares. The house was scary in itself. The scariest part was at the end. A witch jumped out and gave me the fright of my life.",2.8,0,1.0,0.4,3.0,3.6,3.2,0.8,1.6,1.0,1,0,0,1.0
"Ray and his friends planned to go to the beach. So Ray worked out to build up his muscles. When Ray and his friends went to the beach, they noticed Ray's body. Ray was happy to be the center of attention. All his friends were jealous of his new physique.",2.6,0,1.0,1.0,3.8,2.8,2.0,0.6,1.0,0.8,1,0,0,1.0
"Max was a very bright boy. But he would become lost in his own vivid imagination. No matter how hard he tried, he found himself daydreaming. Max did not do very well in school. Max consistently failed.",2.4,0,0.6,0.8,3.0,3.4,2.8,0.4,0.8,0.8,1,0,0,1.0
"Yesterday Kim got a brand new blazer. To her delight, when she got to school everyone complimented her on it. The next few weeks, Kim saw that everyone was wearing the blazer. She felt happy to start a new trend. Kim was glad people were inspired to imitate her.",3.2,1,1.0,1.0,4.0,3.6,3.6,0.8,1.4,1.0,1,0,0,1.0
"Timmy was caught with unpaid parking tickets. He didn't have enough money to pay for them. Instead he had to be arrested and jailed for two days. He lost his jobs for missing work. Timmy then had to find another job,",3.0,0,1.0,1.0,2.8,2.8,3.0,0.6,1.0,0.8,1,0,0,1.0
Carl looked into a telescope for the first time at 9-Year's-old. He was immediately breath-taken and full of wonder. He decided he had to learn more about the cosmos. He studied science and astronomy through high school and college. He ended up becoming a scientist.,3.4,0,1.0,1.0,3.8,3.2,3.6,0.8,1.8,1.0,1,0,0,1.0
"Neil was visiting Romania. He had just arrived and was excited to see Transylvania. When he got there, he saw gorgeous old castles. He also found friendly locals. Neil enjoyed visiting Transylvania.",2.4,0,0.8,0.8,3.2,3.0,2.8,0.4,1.0,1.0,1,0,0,1.0
"Aya wanted to be a model. She thought she had a chance since she was thin and pretty. So she entered her town's annual modeling contest. To her shock, she won the contest. Aya was very happy about the outcome of the contest.",3.6,0,1.0,1.0,3.8,3.4,3.4,0.8,1.4,0.8,1,0,0,1.0
Tom was at the bus stop on a weekend. Next to him was a tall gentleman. He started yelling all of a sudden. Tom and everyone else around him got a bit uncomfortable. Tom asked him what the problem was.,3.0,0,0.6,1.0,2.8,3.4,3.2,1.0,1.4,1.0,1,0,0,1.0
Boris was addicted to video games. His mother was concerned. She called a psychologist to get help. The psychologist tried to convince Boris to stop his addiction. Boris realized he was wasting his life.,3.0,0,1.0,1.0,3.4,3.2,3.0,0.8,1.6,1.0,1,0,0,1.0
"Mia had never tried falafel. She didn't think she would like it. However, her friends talked her into trying it. She realized it was delicious! Mia liked it so much she decided to learn how to make it.",3.4,0,1.0,1.0,3.2,3.4,3.0,0.8,1.4,0.8,1,0,0,1.0
Laura had a passion for art. She would paint everyday after class. She painted a self portrait of herself one day. She posted it online for everyone to see. Laura was pleased to show people her art.,3.6,0,0.8,1.0,3.6,3.4,2.8,0.2,1.0,1.0,1,0,0,1.0
A man went to design the tallest tower in the world. He drew plans to make it twice as high as the current tallest. He took the plans to a developer to build. The developer asked him how tall to build the tower. The man built the tower and it was grand.,2.6,0,0.8,0.6,2.2,2.6,2.6,0.6,1.6,0.8,1,0,0,1.0
Jon loved the night sky. He would spend many of his nights looking at the stars. His mom saw that he loved the night sky. His mom bought him a telescope. Jon used his telescope often.,2.8,0,0.6,1.0,3.2,3.2,2.4,0.6,1.2,0.6,1,0,0,1.0
I decided to add a new fountain pen to my collection. I'd seen online videos of a nice pen called a Pelikan M800. So I went to the pen shop at my local mall. The shop had just the model of pen I wanted. I bought the pen.,3.4,0,0.8,1.0,3.8,3.0,2.6,0.4,0.4,1.0,1,0,0,1.0
Beth was recovering from an illness. She was finally able to eat food after 4 days. Although she was better she wasn't well. She decided to take Friday off from school and take time to heal. Beth needed to rest.,2.8,0,0.8,0.6,2.8,2.6,3.0,0.2,1.2,0.8,1,0,0,1.0
Kira always loved Japanese culture. Many of her favorite movies were in Japanese. She decided that she would travel there. For Years she saved money for her trip. It was the best trip of her life.,3.0,0,0.8,1.0,4.0,3.6,3.0,0.4,1.2,0.8,1,0,0,1.0
"Jim's car was ten Year's old, and started having problems. He decided to trade it in and buy a new one. He did a lot of research on the most economical cars to buy. He decided on one that could also run on a battery. Jim saved a lot of money in gas by buying a battery run car.",2.4,0,1.0,0.6,3.8,3.8,2.6,0.4,0.6,0.8,1,0,0,1.0
Michael likes to go to the beach but has trouble swimming. During a beach trip his friends made a dare to him. They told him to go into deep water and he did. Michael got tired when he was out and started to yell for help. His friends helped him back to the shore.,2.0,0,0.8,0.6,2.8,3.4,3.0,0.6,1.6,0.8,1,0,0,1.0
Fred always stopped at the same coffee shop before work. He got to know the attractive barista. He developed a crush on her. Finally Fred worked up the courage to ask her on a date. She said yes.,3.8,0,1.0,1.0,3.4,3.4,3.4,0.8,1.6,1.0,1,0,0,1.0
Sarah had never been on a boat before. Today her mom took her to the pier for her very first boat ride. Sarah was very excited. She stepped on the boat and heard the engine roar. She loved every minute of it.,3.4,0,1.0,0.8,3.8,3.6,3.0,0.6,1.8,1.0,1,0,0,1.0
Bob wanted a hamburger. But he also wanted to eat healthier. So he decided to make a veggie burger. Bob thought it wasn't as good as a normal burger. Bob went out to McDonald's later that evening.,1.4,0,0.6,0.6,3.2,3.4,1.8,0.8,0.8,0.8,1,0,0,1.0
"Gina decided to bake an apple pie for the first time. She was extremely careful to follow the recipe exactly. After putting the pie in the oven, she eagerly waited to try it. It turned out to be delicious! She shared the recipe and the pie with all her friends.",3.0,0,1.0,0.8,3.8,3.8,3.4,0.6,1.8,1.0,1,0,0,1.0
"Gill's favorite character was Columbo portrayed by Peter Falk. Gill had seen every episode. Gill even owned all of them, including the many later seasons. Gill started acting like Columbo sometimes. Her attempts at solving murders, however, were less successful.",1.8,0,1.0,0.6,3.4,3.2,2.8,1.0,1.6,0.6,1,0,0,1.0
"Mia loved being outdoors. One summer, she decided to go mountain climbing. She joined a club of people who climbed mountains together. They climbed the tallest mountain in her area. Mia had a great time.",3.6,0,1.0,0.8,3.8,3.8,2.8,0.6,1.4,0.8,1,0,0,1.0
Cara went to a food cart in Philadelphia the other day. She stopped by an amazing falafel cart. The food was amazing. Cara couldn't believe how good it was. Cara decided to eat at the food cart every week.,3.2,0,1.0,0.8,3.6,3.6,3.2,1.0,1.8,0.6,1,0,0,1.0
Peter was excited to go to the Sanders rally in New Hampshire. As Peter entered the arena it was full of thousands of people. When Peter saw Bernie he cheered as loudly as possible. He felt thrilled to be there. He couldn't wait to vote for him.,3.6,0,0.6,1.0,3.6,3.4,2.8,0.4,0.8,1.0,1,0,0,1.0
Madeline was thrilled to get a new purse at Saks. Her mother took her to the bag department. Madeline immediately saw a pink bag she loved. She could not believe how amazing it was. Madeline's mother happily bought the bag for her.,2.6,0,1.0,1.0,3.8,3.4,2.8,0.6,0.4,0.8,1,0,0,1.0
Jake's dad took him to his first football game. They got there early and had really good seats. They ate hot dogs and drank soda as well! Jake even saw his favorite player during the game! Jake had a great time at the football game with his dad.,3.2,0,0.8,1.0,3.4,3.6,2.2,0.4,0.8,1.0,1,0,0,1.0
"Paulo had always wanted to serve in his student council. However, he was worried he wouldn't be elected. Paulo asked many students for their support in the election. Finally on election day, Paulo was elected to student council. Paulo felt proud of his accomplishment.",2.8,0,1.0,1.0,3.6,3.2,3.0,0.8,1.6,1.0,1,0,0,1.0
Neil had just arrived in Iran. He was enthralled with the cities and countryside. He thought the mountains were so beautiful. The language and people were wonderful too. He was happy to be in Iran.,3.0,0,0.8,0.8,3.6,2.8,2.4,0.2,0.4,1.0,1,0,0,1.0
Barry was excited that he finally registered to vote. He went to the polling place near his home. While walking into the building he noticed all of the campaign signs. He already knew how he would cast his votes. Barry voted.,3.4,0,0.8,0.8,3.0,2.4,2.0,0.4,0.6,0.6,1,0,0,1.0
Ricky fell while hiking in the woods. He was terrified! He thought he had fallen into a patch of poison ivy. Then he used his nature guide to identify the plant. He was relieved to find out he was wrong.,2.4,0,0.8,0.8,2.0,3.6,2.8,0.6,1.2,0.8,1,0,0,1.0
Today was the first day of school. I got to wear my new outfit that Mom bought. I met a lot of new friends. My favorite class is music. I had a great time at school.,3.2,0,0.8,1.0,3.2,3.6,2.4,0.0,0.6,0.8,1,0,0,1.0
"Our team had a football game today. We were all pumped to win. We got on the field and practiced before the game. Our team was unified, and worked together. Our team felt gratified.",2.4,0,0.8,1.0,3.6,3.6,2.4,0.0,0.6,1.0,1,0,0,1.0
"Ben has always wanted to learn how to play piano. Now that his children are grown up, he has more spare time. Ben enrolls in a piano class with a local tutor. Although it is difficult, he is dedicated to learning. He gets better with every lesson.",3.2,0,0.8,1.0,3.4,3.6,2.8,0.6,1.4,1.0,1,0,0,1.0
Kelly and her friends went to a new ice cream shop. They were excited to try the new flavors. One of the flavors was wasabi. Even though it looked gross it tasted good. Kelly was glad she tried new flavors.,3.0,0,0.8,0.8,3.2,3.6,2.6,0.8,1.2,0.8,1,0,0,1.0
Robert was a math genius. Robert put in extra time and effort in his studies. He was invited to a statistics contest for young children. He was determined to win at all cost. Robert studied hard and came in first place at the contest.,3.0,0,0.8,1.0,3.2,3.0,2.8,0.4,1.2,0.6,1,0,0,1.0
Rex has always wanted to visit Argentina. He saves up his money for the big trip. Finally he has booked his flight to Argentina. He eats delicious food and drinks many types of wine. Rex enjoys himself.,3.2,0,0.8,1.0,3.6,2.4,2.2,0.6,1.0,0.6,1,0,0,1.0
Bob moved from a small town to a large city. He was concerned he would always get lost. The first day he got lost trying to get home from work. Then Bob bought a navigation system to help him learn his way around. The navigation system helped Bob a lot.,3.4,0,1.0,1.0,3.6,2.8,2.4,0.6,1.2,0.8,1,0,0,1.0
I was at my first day of work. My manager was wearing a Beatles T Shirt. We both talked about our love for the Beatles. We became good friends. We later decided to start a small band.,3.4,0,1.0,1.0,3.4,2.6,1.2,0.4,0.4,0.6,1,0,0,1.0
"My friend and I decided to start a band and perform for our families. I was singer and my friend played guitar. We practiced in my garage. Eventually, we got pretty good. We performed a small show for our families the next weekend.",3.8,0,0.8,1.0,3.6,2.2,2.6,0.4,1.0,0.8,1,0,0,1.0
"Nora wanted to go on vacation. She decided to visit the mountain cabin. The cabin was beautiful, set in the woods, beside a stream. Nora loved to picnic by the stream. She spread out a blanket and had a lovely picnic.",2.6,0,0.6,1.0,3.4,2.8,2.6,0.6,1.2,0.8,1,0,0,1.0
"My husband loves Blue Belle ice cream. Not too long ago, Blue Belle had a recall and quit producing. My son works at Kroger, they recently had a meeting about Blue Belle. Blue Belle ice cream arrived at Kroger last week. My husband is so grateful!",1.8,0,0.6,1.0,2.2,1.8,2.4,0.8,1.4,0.6,0,1,0,1.0
Last night I got woken up by a call. My friend had a flat tired and was stuck in the middle of the road. I had to go out in the middle of the night to help. It was cold and annoying but I was able to help put the spare on. The friend was very grateful for the help.,3.2,0,1.0,0.8,3.6,2.6,2.2,0.4,1.0,1.0,0,1,0,1.0
