story,arc
"John was diagnosed with bone cancer. He was sad and felt defeated. But, he decided to enroll in chemotherapy and fight the disease. He struggled for two years to overcome cancer. John eventually beat the cancer.",neutral - sadness - neutral - optimism
"Everyone told Matt he ate too much red meat. He ignored all their warnings about red meat and health problems. One day after a juicy burger, Matt had a heart attack. Matt became a vegetarian after he left the hospital. He stayed heart attack free for the rest of his life.",neutral - annoyance - sadness - approval - neutral
"My daughter brought her dog over to play with my dog. Her dog is big and full of energy. My dog is small, quiet and older. They are completely opposite. Both dogs enjoyed playing together, anyway.",neutral - admiration - embarrassment - neutral - joy
I decided to rent a movie when friends came over last night. After looking through selections we decided on horror. We picked a great movie and sat down with popcorn. It was really scarey! I had a hard time falling asleep that night.,approval - fear - admiration - fear - sadness
Sandy is Louie's mother. Louie is a puppy. A nice family adopted Sandy. They decided to adopt Louie too. The dogs seemed happy to stay together.,neutral - admiration - neutral - joy
Lia was trying to lose weight. She cut out junk food and fatty foods. But she still struggled to lose weight. Then she began running every day on her treadmill. She started losing weight.,neutral
I cleaned my wedding ring. I first set it in the cleaner to soak. I then wiped it with the brush to make sure I got everything off. Then I put it back in the cleaner for a bit. It came out sparkling.,approval - neutral - admiration
Gina liked to volunteer at a homeless shelter. She had spent Years going there for many hours a week. The staff decided to do something to show their appreciation. They chipped in and got Gina a gift. Gina was so touched she cried when they gave it to her.,approval - neutral - pride - neutral - sadness
Gina was in the middle of the backseat surrounded by siblings. They were driving out of town in heavy traffic. Gina looked out the window. In the next car a child was showing his mouth of chewed food. Gina was disgusted.,neutral - disgust
Pamela purchased an antique urn at a garage sale. She thinks it would look nice with the decor in her home. When she got home she noticed that someone's ashes were in there. Pamela returned the urn. Pamela received a full refund and a free urn for her troubles.,neutral - approval - realization - neutral - approval
Jane was excited to go home early for once. She worked cleaning offices at night. She was ahead of her normal schedule. When she got to the final office she noticed a huge mess. Jane was disappointed she had to stay and clean the office.,excitement - neutral - realization - disappointment
"My husband and I rented a car on vacation. The car we got was horrible. The wipers didn't work, and a headlight was out. It smelled awful and was very dirty. We will never rent from that car company again.",neutral - fear - disapproval - disgust - disapproval
"Fred receives a specialty coffee maker for Christmas. He finally opens it after leaving it in its box for a few weeks. Fred decides to make himself a cappuccino. To his surprise, it tastes just as good as the ones he buys outside. Frank will save about $25 a week making coffee himself.",neutral - surprise - neutral
"The delivery man handed a package to me. I opened the box. Since nothing was inside, I tried shouting at the delivery man. He couldn't hear me and drove off. I had to call to find out what was going on.",neutral - curiosity
